Query,Join_size,True,Psql_est,Compass_estPlan
2a_6_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_6_5,3,75.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_6_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_6_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_6_8,4,75.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_6_9,5,21.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_60_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_60_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_60_2,2,78.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_60_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_60_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_60_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_60_6,3,78.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_60_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_60_8,4,78.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_60_9,5,17.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_61_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_61_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_61_2,2,90.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_61_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_61_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_61_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_61_6,3,90.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_61_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_61_8,4,90.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_61_9,5,26.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_62_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_62_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_62_2,2,90.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_62_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_62_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_62_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_62_6,3,90.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_62_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_62_8,4,90.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_62_9,5,19.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_63_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_63_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_63_2,2,84.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_63_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_63_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_63_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_63_6,3,84.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_63_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_63_8,4,84.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_63_9,5,18.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_64_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_64_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_64_2,2,93.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_64_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_64_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_64_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_64_6,3,93.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_64_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_64_8,4,93.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_64_9,5,21.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_65_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_65_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_65_2,2,63.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_65_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_65_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_65_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_65_6,3,63.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_65_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_65_8,4,63.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_65_9,5,15.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_66_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_66_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_66_2,2,69.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_66_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_66_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_66_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_66_6,3,69.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_66_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_66_8,4,69.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_66_9,5,9.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_67_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_67_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_67_2,2,99.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_67_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_67_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_67_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_67_6,3,99.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_67_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_67_8,4,99.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_67_9,5,23.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_68_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_68_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_68_2,2,96.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_68_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_68_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_68_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_68_6,3,96.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_68_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_68_8,4,96.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_68_9,5,20.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_69_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_69_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_69_2,2,66.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_69_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_69_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_69_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_69_6,3,66.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_69_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_69_8,4,66.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_69_9,5,9.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_7_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_7_1,2,75.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_7_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_7_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_7_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_7_5,3,75.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_7_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_7_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_7_8,4,75.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_7_9,5,21.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_70_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_70_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_70_2,2,84.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_70_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_70_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_70_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_70_6,3,84.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_70_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_70_8,4,84.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_70_9,5,19.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_71_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_71_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_71_2,2,72.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_71_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_71_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_71_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_71_6,3,72.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_71_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_71_8,4,72.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_71_9,5,16.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_72_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_72_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_72_2,2,90.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_72_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_72_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_72_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_72_6,3,90.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_72_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_72_8,4,90.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_72_9,5,12.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_73_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_73_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_73_2,2,63.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_73_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_73_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_73_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_73_6,3,63.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_73_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_73_8,4,63.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_73_9,5,14.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_74_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_74_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_74_2,2,87.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_74_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_74_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_74_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_74_6,3,87.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_74_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_74_8,4,87.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_74_9,5,16.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_75_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_75_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_75_2,2,75.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_75_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_75_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_75_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_75_6,3,75.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_75_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_75_8,4,75.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_75_9,5,25.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_76_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_76_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_76_2,2,84.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_76_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_76_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_76_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_76_6,3,84.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_76_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_76_8,4,84.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_76_9,5,18.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_77_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_77_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_77_2,2,78.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_77_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_77_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_77_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_77_6,3,78.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_77_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_77_8,4,78.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_77_9,5,8.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_78_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_78_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_78_2,2,72.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_78_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_78_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_78_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_78_6,3,72.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_78_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_78_8,4,72.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_78_9,5,15.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_79_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_79_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_79_2,2,90.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_79_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_79_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_79_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_79_6,3,90.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_79_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_79_8,4,90.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_79_9,5,14.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_8_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_8_1,2,54.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_8_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_8_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_8_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_8_5,3,54.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_8_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_8_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_8_8,4,54.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_8_9,5,11.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_80_0,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_80_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_80_2,2,66.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_80_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_80_4,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_80_5,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_80_6,3,66.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_80_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_80_8,4,66.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_80_9,5,12.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_9_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2a_9_1,2,66.0,1.0,-1,"['part-p', 'partsupp-ps']"
2a_9_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2a_9_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2a_9_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2a_9_5,3,66.0,1.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2a_9_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2a_9_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2a_9_8,4,66.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2a_9_9,5,12.0,1.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_1_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2b_1_1,2,800000.0,258065.0,-1,"['part-p', 'partsupp-ps']"
2b_1_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2b_1_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2b_1_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2b_1_5,3,800000.0,258065.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2b_1_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2b_1_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_1_8,4,800000.0,258065.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2b_1_9,5,160000.0,2348.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_2_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2b_2_1,2,800000.0,258065.0,-1,"['part-p', 'partsupp-ps']"
2b_2_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2b_2_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2b_2_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2b_2_5,3,800000.0,258065.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2b_2_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2b_2_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_2_8,4,800000.0,258065.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2b_2_9,5,160000.0,2348.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_3_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2b_3_1,2,800000.0,258065.0,-1,"['part-p', 'partsupp-ps']"
2b_3_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2b_3_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2b_3_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2b_3_5,3,800000.0,258065.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2b_3_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2b_3_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_3_8,4,800000.0,258065.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2b_3_9,5,160000.0,2348.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_4_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2b_4_1,2,800000.0,258065.0,-1,"['part-p', 'partsupp-ps']"
2b_4_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2b_4_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2b_4_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2b_4_5,3,800000.0,258065.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2b_4_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2b_4_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_4_8,4,800000.0,258065.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2b_4_9,5,160000.0,2348.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_5_0,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
2b_5_1,2,800000.0,258065.0,-1,"['part-p', 'partsupp-ps']"
2b_5_2,2,10000.0,10000.0,-1,"['nation-n', 'supplier-s']"
2b_5_3,2,5.0,1.0,-1,"['nation-n', 'region-r']"
2b_5_4,3,2000.0,91.0,-1,"['nation-n', 'region-r', 'supplier-s']"
2b_5_5,3,800000.0,258065.0,-1,"['part-p', 'partsupp-ps', 'supplier-s']"
2b_5_6,3,800000.0,258065.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
2b_5_7,4,160000.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'region-r', 'supplier-s']"
2b_5_8,4,800000.0,258065.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'supplier-s']"
2b_5_9,5,160000.0,2348.0,-1,"['nation-n', 'part-p', 'partsupp-ps', 'region-r', 'supplier-s']"
3_1_0,2,92137.0,44766.0,-1,"['customer-c', 'orders-o']"
3_1_1,2,28235.0,279983.0,-1,"['lineitem-l', 'orders-o']"
3_1_2,3,5425.0,56575.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
3_10_0,2,139465.0,44598.0,-1,"['customer-c', 'orders-o']"
3_10_1,2,28482.0,280192.0,-1,"['lineitem-l', 'orders-o']"
3_10_2,3,5598.0,56225.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
3_11_0,2,139024.0,44456.0,-1,"['customer-c', 'orders-o']"
